name,default_code,type,categ_id,lst_price,standard_price,qty_available,description,barcode,uom_id,uom_po_id,active,volume,weight,sale_ok,purchase_ok,create_date,write_date
"O-ring, NBR 70A, Black, -019",BR-100635-019,product,All / Raw Materials,0.25,0.07136,1374.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"O-ring, NBR 70A, Black, -021",BR-100635-021,product,All / Raw Materials,0.25,0.07616,3473.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"O-ring, NBR 70A, Black, -037",BR-100635-037,consu,All / Consumables,0.5,0.11340000000000001,0.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"O-ring, NBR 70A, -117",BR-100635-117,product,All / Raw Materials,1.0,0.07558000000000001,398.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2023-03-27 22:11:44,2024-08-20 20:15:12
"O-ring, NBR 70A, -129",BR-100635-129,product,All / Raw Materials,1.0,0.12752000000000002,187.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2023-05-10 14:31:02,2024-08-20 20:15:12
"O-ring, NBR 70A, Black, -142",BR-100635-142,product,All / Raw Materials,1.0,0.25772,57.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2019-05-16 22:12:52,2024-09-19 20:44:57
"O-ring, NBR 70A, Black, -148",BR-100635-148,product,All / Raw Materials,0.7500000000000001,0.27631,770.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"O-ring, NBR 70A, Black, -150",BR-100635-150,product,All / Raw Materials,1.0,0.2878,1244.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2022-01-07 02:05:18,2024-08-20 20:15:12
"O-ring, NBR 70A, Black, -154",BR-100635-154,product,All / Raw Materials,1.0,0.29660000000000003,1539.0,False,"4"" face o-ring",Unit(s),Unit(s),True,0.0,0.0,True,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"O-ring, NBR 70A, -157",BR-100635-157,product,All / Raw Materials,1.0,0.39494,227.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2023-09-22 18:04:35,2024-08-20 20:15:12
"O-ring, NBR 70A, Black, -162",BR-100635-162,product,All / Raw Materials,1.5000000000000002,0.5051100000000001,131.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"O-ring, NBR 70A, Black, -170",BR-100635-170,product,All / Raw Materials,2.25,0.7669300000000001,146.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"O-ring, NBR 70A, Black, -230",BR-100635-230,product,All / Raw Materials,0.5,0.2146,2260.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"O-ring, NBR 70A, Black, -238",BR-100635-238,product,All / Raw Materials,1.0,0.32470000000000004,2226.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"O-ring, NBR 70A, -248",BR-100635-248,product,All / Raw Materials,1.0,0.5521600000000001,429.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2023-09-22 18:04:35,2024-08-20 20:15:12
"O-ring, NBR 70A, -253",BR-100635-253,product,All / Raw Materials,1.0,1.29675,63.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2024-02-02 18:29:23,2024-08-20 20:15:12
"O-ring, NBR 70A, -255",BR-100635-255,product,All / Raw Materials,1.0,1.49628,112.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2023-09-22 18:04:35,2024-08-20 20:15:12
"O-ring, NBR 70A, -265",BR-100635-265,product,All / Raw Materials,1.0,2.49553,178.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2023-09-22 18:04:35,2024-08-20 20:15:12
"O-ring, NBR 70A, -277",BR-100635-277,product,All / Raw Materials,1.0,3.35231,61.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2024-02-02 18:29:23,2024-08-20 20:15:12
"O-ring, NBR 70A, Black, -432",BR-100635-432,product,All / Raw Materials,6.250000000000001,2.1500500000000002,245.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"O-ring, NBR 70A, Black, -442",BR-100635-442,product,All / Raw Materials,9.25,3.1825400000000004,126.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"O-ring, NBR 70A, Black, -001-1/2",BR-100635-500,product,All / Raw Materials,0.25,0.06099,736.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"O-ring, NBR 70A, Black, 10.5x1.5",BR-100635-502,product,All / Raw Materials,1.0,0.20190000000000002,654.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2022-09-19 18:18:13,2024-08-20 20:15:12
O-ring for Switch Plug,BR-100635-503,product,All / Raw Materials,1.0,0.12597,3604.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2021-12-23 18:27:01,2024-08-20 20:15:12
"O-ring, NBR 70A, Black, 13.5x1",BR-100635-504,product,All / Raw Materials,1.0,0.21822000000000003,83.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2021-12-23 19:02:53,2024-08-20 20:15:12
"O-ring, NBR 70A, Black, 15x1.5",BR-100635-505,product,All / Raw Materials,1.0,0.14074,2972.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2022-01-04 00:18:09,2024-09-10 16:36:36
"O-ring, NBR 70A, Black, 12x1.0",BR-100635-506,product,All / Raw Materials,0.25,0.11505000000000001,519.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"O-ring, NBR 70A, Black, 6x2",BR-100635-507,product,All / Raw Materials,0.25,0.07932,1740.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"O-ring, NBR 70A, Black, 7x1.5",BR-100635-508,product,All / Raw Materials,1.0,0.10221000000000001,2390.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2021-08-02 19:58:47,2024-08-20 20:15:12
"O-ring, NBR 70A, Black, 10x1.3",BR-100635-512,product,All / Raw Materials,1.0,0.041,2398.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2023-03-27 22:06:43,2024-09-19 20:15:14
"O-ring, NBR 70A, Black, 12x1.5",BR-100635-513,product,All / Raw Materials,1.0,0.04401,2398.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2023-03-27 22:08:59,2024-09-19 20:15:14
"O-ring, NBR 70A, Black, 23.5x1.5",BR-100635-514,product,All / Raw Materials,1.0,0.056,2399.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2023-03-27 22:05:24,2024-09-19 20:15:14
"O-ring, NBR 70A, 17x2.0",BR-100635-516,product,All / Raw Materials,1.0,0.22777000000000003,260.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2023-05-10 14:31:02,2024-08-20 20:15:12
"O-ring, NBR 70A, 44x1.5",BR-100635-517,product,All / Raw Materials,1.0,0.39702000000000004,343.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2023-04-04 19:08:58,2024-08-20 20:15:12
"BROV2 Thruster Mounting Screws Packed Assembly, Bagged",BR-100636,product,All / Raw Materials,3.7500000000000004,0.8480900000000001,71.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,False,2018-07-09 19:43:43,2024-08-20 20:15:12
"WTE 4"" Dome End Cap",BR-100637,product,All / Raw Materials,25.000000000000004,5.519710000000001,1002.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Cable, Bulk, 1x UTP 26AWG, 4.0mm OD, PUR Foam, Yellow, ""Fathom Slim Tether""",BR-100638,product,All / Raw Materials,2.7500000000000004,0.79473,10882.1,False,False,m,m,True,0.0,0.0,True,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"TMS Tether Cable Extension, CAT5e, Dual Binder 770 Connector ",BR-100640,product,All / Raw Materials,105.75000000000001,35.47965,192.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Socket Head Cap Screw, Hex Drive, SS316, M3x0.5 - 20",BR-100642,product,All / Raw Materials,0.25,0.04365,886.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
T500 Rotor Assembly,BR-100644,product,All / Raw Materials,1.0,78.25082,409.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2019-11-11 19:15:07,2024-09-19 20:13:21
"Box, Cardboard Mailer, 12x6x4",BR-100646-001,product,All / Raw Materials,1.0,1.57,40.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2024-04-05 20:56:20,2024-08-20 20:15:12
"Box, Cardboard Mailer, 3x3x2",BR-100646-332,product,All / Raw Materials,1.0,0.449,171.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2023-11-22 16:47:42,2024-08-20 20:15:12
"Box, Cardboard Mailer, 4x2x2",BR-100646-422,product,All / Raw Materials,1.0,0.6186,93.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2023-04-04 19:08:58,2024-08-20 20:15:12
"Cardboard Mailer Box, 4x4x2",BR-100646-442,product,All / Raw Materials,2.25,0.5068600000000001,778.0,False,S-16611,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-09-10 16:41:37
"Cardboard Mailer Box, 5x5x2",BR-100646-552,product,All / Raw Materials,1.0,0.7661500000000001,442.0,False,	S-20503,Unit(s),Unit(s),True,0.0,0.0,False,True,2019-10-18 19:08:48,2024-08-20 20:15:12
"Cardboard Mailer Box, 5x5x3",BR-100646-553,product,All / Raw Materials,2.0,0.79149,951.0,False,S-18148,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Box, Cardboard Mailer, 6x6x3",BR-100646-663,product,All / Raw Materials,1.0,0.56035,240.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2024-01-17 01:26:29,2024-08-20 20:15:12
"Box, Cardboard Mailer, 8x6x3",BR-100646-863,product,All / Raw Materials,1.0,1.4200000000000002,25.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2024-04-05 20:56:20,2024-08-20 20:15:12
"EOL-Cardboard Mailer Box, 8x6x4",BR-100646-864,product,All / Raw Materials,1.0,1.4839000000000002,105.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2019-08-05 18:23:57,2024-08-20 20:15:12
"Box, Cardboard Mailer, 9x6x3",BR-100646-963,product,All / Raw Materials,1.0,1.4700000000000002,35.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2024-04-05 20:56:20,2024-08-20 20:15:12
"WTE 3"" Flange Seal Packed Assembly, AL6061-T6, Black",BR-100647,product,All / Finished Packed Goods,1.0,10.310220000000001,227.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2022-01-04 22:00:15,2024-08-20 20:15:12
"Button Head Screw, Phillips, Thread Forming, SS316, #8 - 0.625""",BR-100648,product,All / Raw Materials,0.5,0.33459000000000005,174.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Cable, USB-A to Micro USB, Left-Angle, 6""",BR-100650,product,All / Raw Materials,16.0,4.0,236.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Ping360 Air Filled Enclosure, AL6061-T6, Black",BR-100651,product,All / Raw Materials,43.0,11.399410000000001,119.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2019-04-12 14:54:33,2024-09-19 20:44:57
"T200 Rotor Packed Assembly, Bagged",BR-100652,product,All / Finished Packed Goods,1.0,13.97559,11.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2020-01-22 23:58:09,2024-08-20 20:15:12
"Rubber Cushioning Washer, PU, 0.406"" ID, 1.00"" OD, Clear",BR-100653,product,All / Raw Materials,1.0,0.9925700000000001,160.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2020-09-24 18:59:22,2024-08-20 20:15:12
"BROV2 Electronics Enclosure Packed Assembly, Boxed, Aluminum",BR-100656-001,product,All / Finished Manufactured Goods,1.0,568.1248,7.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2022-02-22 22:27:04,2024-08-20 20:15:12
"BROV2 Electronics Enclosure Packed Assembly, Boxed, Acrylic",BR-100656-002,product,All / Finished Manufactured Goods,1.0,520.5870600000001,5.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2022-02-22 22:47:33,2024-08-20 20:15:12
"PRV M10 Valve, AL6061-T6, Black ",BR-100657,product,All / Raw Materials,1.0,2.1302600000000003,1414.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2021-12-23 18:12:51,2024-08-20 20:15:12
"BROV2 Cradle Clip, AL6061-T6, Black",BR-100658,product,All / Raw Materials,1.0,5.32565,540.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2022-02-09 22:22:05,2024-08-20 20:15:12
"Front Label for Lithium Ion Battery, 4S, 18Ah",BR-100659,product,All / Raw Materials,1.0,0.44350000000000006,276.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2021-07-21 18:46:24,2024-08-20 20:15:12
"TMS Frame Handle, AL6061-T6, Blue, 210mm",BR-100660,product,All / Raw Materials,7.000000000000001,1.8,103.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Sticker for ""BROV2 Spare Components Kit Packed Assembly, Bagged""",BR-100661,product,All / Raw Materials,1.0,0.7091000000000001,92.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2022-04-01 22:31:06,2024-08-20 20:15:12
"Newton Gripper Standard Inner Jaw, POM, Black",BR-100662,product,All / Raw Materials,26.000000000000004,7.455900000000001,153.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2018-07-09 19:43:43,2024-09-10 16:22:51
"EOL-Sticker For ""WLP Packed Assembly, Boxed, M10, 8.5mm, LC, 5pcs""",BR-100663,product,All / Raw Materials,1.0,0.31933,204.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2021-10-21 21:54:27,2024-08-20 20:15:12
"WTE 4"" Flange Seal Packed Assembly, AL6061-T6, Black",BR-100665,product,All / Finished Packed Goods,1.0,12.586350000000001,11.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2021-04-28 22:41:45,2024-08-20 20:15:12
"OTPS ROV Enclosure Packed Assembly, Boxed",BR-100667,product,All / The Reef,3900.0000000000005,2931.5800000000004,3.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2019-05-26 17:11:31,2024-08-20 20:15:12
FXTI Two Wire Ethernet Breakout Power Injection Board Assembly ,BR-100668,product,All / Raw Materials,1.7500000000000002,0.3325,0.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,False,2018-07-09 19:43:43,2024-08-20 20:15:12
"Gearmotor, 12V, 25Dx52L, 34:1 Gearbox",BR-100671,product,All / Raw Materials,1.0,22.540000000000003,107.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2020-09-24 18:37:38,2024-08-20 20:15:12
"Cable, Ping360 RXTX, 8x1 2mm Header F to 2-pos JST-GH and 5-pos JST-GH",BR-100672,product,All / Raw Materials,1.0,1.2000700000000002,137.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2022-07-22 16:59:49,2024-09-19 20:44:57
"Ballast Weight, SS316, 200g",BR-100673,product,All / Raw Materials,5.750000000000001,2.9400000000000004,4650.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-12-17 20:29:33,2024-09-10 16:41:37
T200 Rotor Assembly,BR-100675,product,All / Raw Materials,40.0,11.42083,5647.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-10-04 19:05:39
FXTI Enclosure Extrusion,BR-100676,product,All / Raw Materials,10.5,3.4924000000000004,131.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Lumen Lens, Acrylic, Semi-Translucent",BR-100677,product,All / Raw Materials,6.250000000000001,2.213,2084.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2021-12-25 16:46:19,2024-08-20 20:15:12
"Cord, PTFE, 2.8mm OD",BR-100678,product,All / Raw Materials,0.030000000000000002,0.0009500000000000001,1057800.0,False,False,mm,m,True,0.0,0.0,False,True,2019-10-29 23:41:53,2024-08-20 20:15:12
"FXTI Topside Box Packed Assembly, Boxed ",BR-100679,product,All / Finished Manufactured Goods,1.0,70.61789,18.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2022-04-14 21:50:55,2024-08-20 20:15:12
Micro SD to SD Card Adapter,BR-100680,product,All / Raw Materials,0.0,0.27125000000000005,230.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-09-10 16:40:30
"Bar30 Packed Assembly, Static Bagged",BR-100682,product,All / Finished Manufactured Goods,0.0,6.1126700000000005,128.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2018-07-09 19:43:43,2024-09-03 16:27:05
"O-ring, NBR 50A, Black, 9x2",BR-100683,product,All / Raw Materials,1.0,0.47647000000000006,437.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2021-12-23 19:02:26,2024-08-20 20:15:12
"Bar100 Protective Cap, Red",BR-100685,product,All / Raw Materials,0.5,0.36042,784.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"WLP Assembly Block, Bagged",BR-100686,product,All / Finished Packed Goods,1.0,9.85303,13.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2021-04-16 21:33:39,2024-08-20 20:15:12
"Button Head Screw, Hex Drive, SS316, M3x0.5 - 5",BR-100689,product,All / Raw Materials,0.0,0.0159,19404.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-09-19 20:44:57
"Silicone Tape, 1in x 10ft",BR-100691,product,All / Finished Packed Goods,1.0,4.38361,217.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2018-07-27 22:23:38,2024-08-20 20:15:12
"BROV2 Heavy Buoyancy Foam Fairing, ABS, Blue",BR-100692,product,All / Raw Materials,5.500000000000001,2.0,202.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
Potting Kit Packed Assembly ,BR-100693,product,All / Finished Packed Goods,1.0,1.7566700000000002,23.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2018-07-09 19:43:43,2024-08-20 20:15:12
"I2C Splitter PCBA Packed Assembly, Bagged",BR-100694,product,All / Finished Packed Goods,1.0,4.54,7.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2019-06-11 18:14:35,2024-08-20 20:15:12
"Buoyancy Foam, R-3318, 1.9""x3.4""x4.9""",BR-100695-001,product,All / Raw Materials,18.75,5.3500000000000005,484.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Buoyancy Foam, R-3312, 12""x6""x1""",BR-100695-002,product,All / Raw Materials,62.75000000000001,18.117600000000003,54.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Buoyancy Foam, R-3312, 16""x8""x1""",BR-100695-003,product,All / Raw Materials,62.75000000000001,39.09,50.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Buoyancy Foam, R-3312, 24""x8""x2.5""",BR-100695-004,product,All / Raw Materials,194.50000000000003,67.997,233.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-09-10 16:42:16
"Buoyancy Foam, R-3318, 24""x8""x2.5""",BR-100695-006,product,All / Raw Materials,263.75,92.49333000000001,107.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Ping360 Head Magnet, 3mm OD, 6mm Length",BR-100697,product,All / Raw Materials,1.0,0.30310000000000004,158.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2019-05-16 20:57:10,2024-09-19 20:44:57
"BROV2 Buoyancy Foam Fairing, ABS, Orange",BR-100698,product,All / Raw Materials,1.0,12.173110000000001,91.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2019-10-01 23:35:12,2024-08-20 20:15:12
"BROV2 Buoyancy Foam Fairings Packed Assembly, Plastic Wrapped ",BR-100699,product,All / Raw Materials,1.0,31.525080000000003,98.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,False,2021-07-16 21:12:26,2024-09-19 20:30:20
"T500 Bearing, Igus T500, Black",BR-100700,product,All / Raw Materials,1.0,7.49,502.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2022-03-23 19:22:55,2024-09-19 20:13:21
"Adhesive, Epoxy, Reltek Bondit B45, Black, 2:1, 50ml Dual Syringe",BR-100701,consu,All / Consumables,1.0,91.762,0.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2019-02-08 17:09:49,2024-08-20 20:15:12
"BROV2 Heavy Hardware Packed Assembly, Bagged",BR-100702,product,All / Finished Manufactured Goods,1.0,12.548160000000001,35.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,False,2022-01-12 23:00:44,2024-08-20 20:15:12
"WTE 4"" End Cap, AL6061-T6, Black, 5 Hole",BR-100703,product,All / Raw Materials,1.0,7.500000000000001,164.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2022-10-12 18:42:57,2024-08-20 20:15:12
"Hex Key, 3.0mm, Blue ",BR-100704,product,All / Raw Materials,4.25,1.306,12.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-09-10 16:43:47
"Button Head Screw, Phillips, Thread Forming, SS316, #8 - 0.5""",BR-100706,product,All / Raw Materials,0.5,0.25876000000000005,585.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"WTE 3"" Dome Retaining Ring, PC110U, Black",BR-100707,product,All / Raw Materials,2.0,2.33354,176.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"TMS Large Spool Flange Screws Packed Assembly, Bagged ",BR-100709,product,All / Raw Materials,1.0,0.7992600000000001,61.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,False,2021-01-27 23:17:26,2024-08-20 20:15:12
"BROV2 Frame Packed Assembly, Plastic Wrapped",BR-100710,product,All / Finished Packed Goods,390.00000000000006,142.25869,6.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2022-02-22 22:54:17,2024-08-20 20:15:12
"Ping360 Motor Insulator, Mylar 0.25mm Thick",BR-100711,product,All / Raw Materials,1.0,0.7185300000000001,143.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2019-05-16 21:12:17,2024-09-19 20:44:57
"T500 Nozzle, PC 10GF, Black",BR-100712,product,All / Raw Materials,1.0,5.500000000000001,445.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2022-03-23 18:30:49,2024-09-19 20:13:21
"Anti-Static Zip Bag, 2""x3""",BR-100713-001,consu,All / Consumables,0.0,0.18000000000000002,0.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Anti-Static Zip Bag, 3""x5""",BR-100713-002,consu,All / Consumables,0.7500000000000001,0.17,0.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"WTE 8"" End Cap, AL6061-T6, Black, Blank",BR-100714,product,All / Raw Materials,40.5,13.678260000000002,75.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"H6PRO Charger Power Cable, US Plug",BR-100715,product,All / Resold Goods,5.0,2.8000000000000003,97.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2020-11-09 23:22:57,2024-08-20 20:15:12
"Newton Outside Mount Bracket, AL6061-T6, Black",BR-100716,product,All / Raw Materials,12.750000000000002,3.2,256.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Lumen Pair Packed Assembly, Boxed",BR-100717,product,All / Finished Manufactured Goods,1.0,80.57938,23.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,False,2022-01-07 00:24:56,2024-08-20 20:15:12
"E-Tray Forward Camtilt Bulkhead, ABS, Black ",BR-100722,product,All / Raw Materials,10.0,2.71394,432.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Navigator Heatsink Mount, AL6061-T6, Black",BR-100723,product,All / Raw Materials,1.0,4.9706,504.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2022-02-17 21:01:49,2024-08-20 20:15:12
"PCBA, Coupler, 4-pos JST-GH to 4-pos DF13",BR-100726,product,All / Raw Materials,1.0,1.7500000000000002,111.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2022-02-11 22:15:36,2024-08-20 20:15:12
"Xbox Controller, Black",BR-100727,product,All / The Reef,1.0,45.190000000000005,26.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2023-02-07 17:51:19,2024-08-20 20:16:31
"TMS Slip Ring Hub Core, AL6061-T6, Black ",BR-100728,product,All / Raw Materials,27.000000000000004,8.639380000000001,317.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Cable, 3-pos 0.1"" Header F to 3-pos 0.1"" Header F, 100mm",BR-100729,product,All / Raw Materials,0.7500000000000001,0.33,185.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Button Head Screw, Hex Drive, SS316, M4x0.7 - 8",BR-100730,product,All / Raw Materials,0.25,0.030000000000000002,1090.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"Socket Head Cap Screw, Hex Drive, AL7075-T6, Black, M3x0.5 - 5",BR-100731,product,All / Raw Materials,1.0,0.22000000000000003,17840.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-29 22:38:51
"Newton Inside Mounting Bracket, AL6061-T6, Black",BR-100732,product,All / Raw Materials,11.500000000000002,2.9000000000000004,243.0,False,False,Unit(s),Unit(s),True,0.0,0.0,True,True,2018-07-09 19:43:43,2024-08-20 20:15:12
"WTE 6"" End Cap, AL6061-T6, Black, 15 Hole",BR-100735,product,All / Raw Materials,42.0,11.8,50.0,False,False,Unit(s),Unit(s),True,0.0,0.0,False,True,2018-07-09 19:43:43,2024-08-20 20:15:12
